Title,URL,Description,Content
Candidates differ on how to boost business in Port Hawkesbury,https://www.cbc.ca/news/canada/nova-scotia/candidates-differ-on-how-to-boost-business-port-hawkesbury-1.7354936,"Business growth is emerging as a key topic for Port Hawkesbury's seven town council hopefuls, but they're taking different approaches on how to bring more jobs to the town.","Business growth is emerging as a key topic for the candidates running for Port Hawkesbury town council in the Oct. 19 municipal election, but they're taking different approaches on how to bring more … [+3352 chars]"
Sports teams continue to penalize themselves with tone-deaf nicknames and marketing,https://www.cbc.ca/sports/shireen-ahmed-team-names-oct-18-1.7354933,"When it comes to choosing team nicknames, recent experiences show many heads in consultation and discussion are better than a few.","Last week, my colleague Brittany MacLean and I rated the newly released names and logos of the Northern Super League teams, which begins its inaugural season next spring.
After that discussion, I ke… [+7491 chars]"
Dead animal pickup times in Toronto prolonged by spike in calls,https://www.cbc.ca/news/canada/toronto/dead-animal-pickup-1.7354762,"It can now take more than a week for City of Toronto staff to retrieve an animal cadaver after it's reported. And that stinks, according to one city councillor.","It can now take weeks for City of Toronto staff to retrieve an animal cadaver after it's reported. And that track record stinks, according to one city councillor.
A motion by Brad Bradford (Ward 19,… [+3443 chars]"
"Fast-food chains serving up halal food with a side of misinformation, expired certificates",https://www.cbc.ca/news/marketplace/fast-food-chains-serving-up-halal-food-with-a-side-of-misinformation-expired-certificates-1.7352523,"Some of Canada’s most popular restaurants are now serving halal food, but a Marketplace investigation finds many popular chains including KFC and Boston Pizza can't always answer basic questions about the halal food they serve, or provide proof to back their …","Challenging and frustrating. 
That's how Mohammad Arfan describes his experience trying to get the answers he needs before sitting down to a meal. 
As the face of In2Spices,
 a YouTube channel he … [+9351 chars]"
Alberta government 'deeply concerned' with Bloc Québécois supply management bill,https://www.cbc.ca/news/canada/calgary/supply-management-bloc-quebecois-yves-fran%C3%A7ois-blanchet-1.7355248,"Though Bill C-282 has received cross-party federal support in Ottawa, Alberta's provincial government says it's not a backer of the Bloc Québécois legislation that aims to prevent Canada's supply-managed sectors — dairy, poultry and eggs — from being included…","Though Bill C-282 has received cross-party federal support in Ottawa, Alberta's provincial government says it's not a backer of the Bloc Québécois legislation that aims to prevent Canada's supply-man… [+8057 chars]"
"'We want the game to grow': Sonndr Cafe in west Toronto promoting soccer culture, community",https://www.cbc.ca/sports/soccer/sonndr-soccer-cafe-toronto-1.7350926,"A neighbourly cafe in west Toronto has emerged as a hub for its growing community. However, the owners — united by a love of soccer — are doing more than just providing a caffeine fix; they’re fostering a culture of belonging through a passion for the sport.","A neighbourly cafe in west Toronto has emerged as a hub for its growing community.
However, the owners united by a love of soccer of Sonndr Cafe are doing more than just providing a caffeine fix; th… [+4745 chars]"
Sask. Party's '1st order of business' to be gendered change room policy in schools: Scott Moe,https://www.cbc.ca/news/canada/saskatchewan/sask-changeroom-policy-1.7355068,"The policy was not part of the platform released over the weekend. Moe said the party was just alerted to concerns ""recently.""","Saskatchewan Party Leader Scott Moe said Thursday that his ""first order of business"" if re-elected this month would be to establish a policy restricting students' use of change rooms in the province'… [+5326 chars]"
"EV chargers draw customers to local businesses, study suggests",https://www.cbc.ca/news/science/what-on-earth-ev-chargers-1.7354629,"In this week's issue of our environmental newsletter, we see how EV chargers give nearby businesses a boost, how communities are protecting drinking water from toxic algae, and look at a greener shipping option now available in Canada.","Our planet is changing. So is our journalism. Keep up with the latest news on our Climate and Environment page.
Sign up here to get this newsletter in your inbox every Thursday. 
This week:
<ul><l… [+10776 chars]"
Vape sales to minors are on the rise in Ottawa. Licensing could help,https://www.cbc.ca/news/canada/ottawa/vape-sales-to-minors-are-on-the-rise-in-ottawa-licensing-could-help-1.7354884,"Vape retailers in Ottawa may need to be licensed by the end of next month, with the city set to use those fees to finance a crackdown on stores that sell vaping products to people under the age of 19.","Vape retailers in Ottawa may need to be licensed by the end of next month, with the city set to use those fees to finance a crackdown on stores that sell vaping products to people under the age of 19… [+3019 chars]"
"Scotiabank closes branch in Grand Bank, latest in widening rural exodus",https://www.cbc.ca/news/canada/newfoundland-labrador/scotiabank-closes-grand-bank-branch-1.7354512,"Grand Bank's only banking institution has officially closed its doors, and the town's mayor says he is disappointed and frustrated, as that means many residents who rely on the in-person service will be at a loss.","After more than a hundred years in operation, the Scotiabank branch in Grand Bank permanently closed as of Thursday, a sign of the times as the banking giant continues to consolidate some of its rura… [+3370 chars]"
India denies working with mobsters to target Sikh separatists on Canadian soil,https://www.cbc.ca/news/politics/india-denies-canadas-allegation-it-has-worked-with-mobsters-1.7354861,India's government on Thursday denied it was working with mobsters to target Sikh separatists in Canada as alleged publicly this week by Canadian officials in an escalating diplomatic dispute.,"India's government on Thursday denied it was working with mobsters to target Sikh separatists in Canada as alleged publicly this week by Canadian officials in an escalating diplomatic dispute.
India… [+3814 chars]"
What are B.C. parties' policies for easing the housing crisis?,https://www.cbc.ca/news/canada/british-columbia/election-housing-platform-1.7354687,"British Columbia voters face no shortage of policies when it comes to tackling the province's housing woes in the run-up to Saturday's election, with clear choices for the next government's approach.","British Columbia voters face no shortage of policies when it comes to tackling the province's housing woes in the run-up to Saturday's election, with clear choices for the next government's approach.… [+7952 chars]"
"PBO says deficit likely exceeded Liberals' $40B pledge, economy to rebound in 2025",https://www.cbc.ca/news/politics/pbo-deficit-projection-1.7354804,The parliamentary budget officer says the federal government likely failed to keep its deficit below its promised $40 billion cap in the last fiscal year.,"The parliamentary budget officer says the federal government likely failed to keep its deficit below its promised $40 billion cap in the last fiscal year.
However, the PBO also projects in its lates… [+741 chars]"
"Doctor registrations up in Alberta, but physicians say numbers don't tell the full story",https://www.cbc.ca/news/canada/calgary/doctor-registrations-alberta-numbers-context-family-1.7354369,"While the Alberta government is celebrating a net increase of 518 registered doctors over the last year, some physicians say it’s too early to get excited about improved access to health care.","While the Alberta government is celebrating a net increase of 518 registered doctors over the last year, some physicians say it's too early to get excited about improved access to health care. 
From… [+3165 chars]"
"Young B.C. voters want action on affordability, climate and housing",https://www.cbc.ca/news/canada/british-columbia/young-bc-voters-2024-1.7354337,"As election day nears, candidates from the province’s top parties are looking to court young voters. Despite historically having the lowest turnout of any age group, some pollsters say people aged 18 to 34 could be a voting block that sways a tight election.","With only days left before B.C. determines its next government, 30-year-old Raymond Squires says he's still unsure which way he'll vote, but that the cost of living will certainly influence his decis… [+4360 chars]"
Treasured Annex magazine shop set to close after rent hike,https://www.cbc.ca/news/canada/toronto/presse-internationale-rent-hike-1.7354150,A beloved magazine boutique in the Toronto's Annex neighbourhood says it will soon be forced to shut its doors after 30 years of business due to a rent hike it can't afford.,"A beloved magazine boutique in the Toronto's Annex neighbourhood says it will soon be forced to shut its doors after 30 years of business due to a rent hike it can't afford.
Presse Internationale ca… [+2746 chars]"
Billion-dollar election platforms pose threat to 8-year streak of N.B. budget surpluses,https://www.cbc.ca/news/canada/new-brunswick/nb-fiscal-fantasies-2024-1.7353939,"Over the last month, New Brunswick Liberals, Progressive Conservatives and Greens have made commitments to voters for the next four years that total, by their own math, between $1.3 billion and $3.2 billion.","New Brunswick is on pace to post its eighth straight budget surplus this year. 
It's the longest streak in Canada but may be at risk no matter how Monday's election turns out, given the budget-busti… [+6640 chars]"
Federal office mandate burdening Ottawa doctors as public servants seek medical notes,https://www.cbc.ca/news/canada/ottawa/federal-office-mandate-burdening-ottawa-doctors-as-public-servants-seek-medical-notes-1.7352351,"Ottawa family doctors are seeing an influx of public servants looking for medical notes to support work-from-home requests, putting added strain on an already overburdened health-care system.","Family doctors in Ottawa are seeing an influx of public servants looking for medical notes to support work-from-home requests, putting added strain on an already overburdened health-care system.
Dr.… [+5641 chars]"
Meeting on Bloor Street West bike lanes draws over 300 people,https://www.cbc.ca/news/canada/toronto/bike-rally-community-meeting-bike-lanes-bloor-street-west-1.7354291,Emotions ran high on Wednesday evening at a community meeting about Bloor Street West bike lanes.,"Emotions ran high at a community meeting about Bloor Street West bike lanes on Wednesday evening.
At Etobicoke Collegiate Institute, where the meeting was held, there was a clear divide between thos… [+4769 chars]"
Winnipeg business owner offers 2 teen shoplifters chance to correct wrongs — instead of charges,https://www.cbc.ca/news/canada/manitoba/winnipeg-four-crowns-theft-youth-1.7354280,A Winnipeg business owner says he turned to the community instead of the police after two youths recently stole from his store because he wanted to give them a second chance — and he's glad he did.,"A Winnipeg business owner says he turned to the community instead of the police after two youths recently stole from his store because he wanted to give them a second chance  and he's glad he did.
R… [+4321 chars]"
"Migrant workers need permanent residency status, advocates say",https://www.cbc.ca/news/canada/british-columbia/migrant-workers-permanent-residency-1.7354188,Advocates for migrant workers are calling for Canada to overhaul its migrant worker program and expand permanent residency admissions.,"Advocates for migrant workers are calling for Canada to overhaul its migrant worker program and expand permanent residency admissions. 
Speaking at a news conference Wednesday, workers and advocates… [+4892 chars]"
Montreal reaches deal with Hypertec to preserve Technoparc greenspace,https://www.cbc.ca/news/canada/montreal/hypertec-greenspace-city-deal-1.7353827,The City of Montreal announced on Wednesday that it had reached a deal with a company to protect a plot of land home to wetlands and rare birds.,"The City of Montreal announced on Wednesday that it had reached a deal with a company to protect a plot of land home to wetlands and rare birds on the western part of the island. 
Hypertec, a Montre… [+1537 chars]"
Widow lost her 'best friend of 22 years' when Ontario dad of 3 killed after ejection from waste truck,https://www.cbc.ca/news/canada/hamilton/norfolk-disposal-services-limited-sentenced-1.7353655,"A waste disposal company in Norfolk County, Ont., pleaded guilty to contravening the Occupational Health and Safety Act and agreed to pay a fine in relation to a worker’s death in April 2022. In a victim impact statement, his daughter said, ""I will spend the …","A waste disposal company in Norfolk County, Ont., has pleaded guilty to contravening the Occupational Health and Safety Act and agreed to pay a fine in relation to a worker's death in April 2022.
No… [+5563 chars]"
Couple admits to defrauding volunteer search and rescue organization for 6 years,https://www.cbc.ca/news/canada/newfoundland-labrador/nl-brian-marina-bishop-casara-fraud-guilty-1.7353640,"A husband and wife have pleaded guilty to bilking more than $82,000 from CASARA, in which they held long-time senior roles.","A husband and wife have pleaded guilty to bilking more than $82,000 from a volunteer search and rescue organization in which they held long-time senior roles.
Brian Bishop, 74, and Marina Bishop, 71… [+4054 chars]"
Distinguished Canadian journalist Robert Fulford dead at 92,https://www.cbc.ca/news/entertainment/obit-canadian-journalist-fulford-1.7353340,"Robert Fulford, a prominent figure in Canadian journalism in print and broadcast for for seven decades, died Tuesday at age 92.","Robert Fulford, a prominent figure in Canadian journalism for seven decades, has died at age 92.
Fulford died Tuesday afternoon ""peacefully and surrounded by family,"" according to Sarah Fulford, edi… [+5548 chars]"
Ontario's latest move to accelerate building could land cities in legal quagmire,https://www.cbc.ca/news/canada/ottawa/ontario-s-latest-move-to-accelerate-building-could-land-cities-in-legal-quagmire-1.7353096,"Ontario cities worry the province changing how and when developers can apply to build outside the urban boundary will make long-term planning difficult and saddle them with more applications, more appeals and heftier costs.","Ontario cities worry the province changing how and when developers can apply to build outside the urban boundary will make long-term planning difficult and saddle them with more applications, more ap… [+4346 chars]"
Major retailers spend millions hiring Winnipeg police officers on OT to stop shoplifters,https://www.cbc.ca/news/canada/manitoba/police-superstore-special-theft-1.7349223,"One of Canada's largest retailers is spending more than $200,000 a month hiring Winnipeg police officers to protect its business, an increase police and experts say points to the growing crisis of retail theft in the city.","One of Canada's largest retailers is spending more than $200,000 a month hiring Winnipeg police officers to protect its business, an increase police and experts say points to the growing crisis of re… [+7530 chars]"
"Spruce Lake Industrial Park expansion slowed down, Saint John creates task force",https://www.cbc.ca/news/canada/new-brunswick/spruce-lake-industrial-park-expansion-lorneville-saint-john-task-force-1.7352865,Saint John has hit the brakes on plans to expand the Spruce Lake Industrial Park and will create a task force to encourage further discussion of the controversial project.,"Saint John has hit the brakes on plans to expand the Spruce Lake Industrial Park and will create a task force to encourage further discussion of the controversial project.
At a meeting Tuesday night… [+3518 chars]"
NHL hopes to score big audiences with Amazon streaming launch,https://www.cbc.ca/news/entertainment/nhl-streaming-era-future-1.7352389,Amazon Prime Video's new NHL broadcast Prime Monday Night Hockey — the league's first exclusive national broadcast package with a digital-only streaming service in Canada — aired for the first time Monday night. What does it mean for the future of the sport?,"The NHL has officially joined the world of streaming. 
Amazon Prime Video's new National Hockey League broadcast Prime Monday Night Hockey  the league's first exclusive national broadcast package wi… [+4569 chars]"
These busted solar panels are an early example of a looming problem,https://www.cbc.ca/news/canada/calgary/these-busted-solar-panels-are-an-early-example-of-a-looming-problem-1.7349406,"Right now, Canada's renewable energy infrastructure — both solar panels and wind turbines — is fairly new. But according to the Smart Prosperity Institute, by 2050 the country will be dealing with hundreds of thousands of tonnes of unusable panels and blades.","In a sprawling industrial building in Brooks, Alta., about two hours east of Calgary, is a former pheasant hatchery that's now stacked waist-high with thousands of dusty, damaged solar panels. 
Dan … [+6788 chars]"
These busted solar panels are an early example of a problem — and an opportunity,https://www.cbc.ca/news/canada/calgary/these-busted-solar-panels-are-an-early-example-of-a-problem-and-an-opportunity-1.7349406,"Right now, Canada's renewable energy infrastructure — both solar panels and wind turbines — is fairly new. But according to the Smart Prosperity Institute, by 2050 the country will be dealing with hundreds of thousands of tonnes of unusable panels and blades.","In a sprawling industrial building in Brooks, Alta., about two hours east of Calgary, is a former pheasant hatchery that's now stacked waist-high with thousands of dusty, damaged solar panels. 
Dan … [+6788 chars]"
These busted solar panels are an early example of a looming problem — and an opportunity,https://www.cbc.ca/news/canada/calgary/these-busted-solar-panels-are-an-early-example-of-a-looming-problem-and-an-opportunity-1.7349406,"Right now, Canada's renewable energy infrastructure — both solar panels and wind turbines — is fairly new. But according to the Smart Prosperity Institute, by 2050 the country will be dealing with hundreds of thousands of tonnes of unusable panels and blades.","In a sprawling industrial building in Brooks, Alta., about two hours east of Calgary, is a former pheasant hatchery that's now stacked waist-high with thousands of dusty, damaged solar panels. 
Dan … [+6865 chars]"
Pair of 25-storey residential towers proposed for Edmonton's 124th Street,https://www.cbc.ca/news/canada/edmonton/local-business-owner-infrastructure-proposal-1.7353244,A new proposed residential development on 124th Street isn't sitting right with one local business owner.,"A new proposed residential development on 124th Street isn't sitting right with one local business owner.
Casia Developments is behind two proposed high-rise buildings on 124th Street between 105th … [+2637 chars]"
"Diplomatic dispute bad for business, says GTA firm that helps people travel to India",https://www.cbc.ca/news/canada/toronto/canada-india-dispute-brampton-business-1.7353153,A diplomatic dispute between Canada and India appears to be having a big impact on a Brampton business that helps people who travel back and forth between the two countries.,"A diplomatic dispute between Canada and India appears to be having a big impact on a Brampton business that helps people who travel back and forth between the two countries.
Apna Bharat Passport and… [+3488 chars]"
Business leaders call on governments to invest in downtown Edmonton,https://www.cbc.ca/news/canada/edmonton/business-leaders-call-on-governments-to-invest-in-downtown-edmonton-1.7353158,A group of Edmonton business leaders say rejuvenating the city's downtown core will take about $500 million over 10 years with commitment from all levels of government.,"Edmonton business leaders say rejuvenating the city's downtown core will take about $500 million over 10 years with commitment from all levels of government.
A coalition of groups presented a downto… [+4463 chars]"
'Not business as usual': Calgary Public Library still in early stages of cyberattack probe,https://www.cbc.ca/news/canada/calgary/calgary-public-library-investigation-cyberattack-1.7353097,The Calgary Public Library is still assessing the damage that was done to its systems after a cyberattack forced the closure of all its physical locations last week.,"The Calgary Public Library (CPL) is still assessing the damage that was done to its systems after a cyberattack forced the closure of all 22 of its physical locations last week.
Speaking on The Home… [+3550 chars]"
Group of girls stabbed 2 women in Thompson: RCMP,https://www.cbc.ca/news/canada/manitoba/thompson-rcmp-investigate-two-women-stabbed-1.7352950,"Two women were stabbed in Thompson on Friday, and the RCMP is asking the public for help identifying their attackers.","Two women were stabbed in Thompson on Friday, and the RCMP is asking the public for help identifying their attackers.
Mounties provided first aid to a woman, 33, who had been stabbed outside a busin… [+792 chars]"
Canada Soccer CEO Kevin Blue's methodical approach paying early dividends ahead of 2026 men's World Cup,https://www.cbc.ca/sports/soccer/canada-soccer-kevin-blue-chris-jones-oct15-1.7352502,"On Tuesday, Kevin Blue, Canada Soccer's CEO and general secretary, called the players on the men's and women's national teams ""our biggest resource."" How to make the most of them sits at the top of his unenviable to-do list.","On Tuesday, Kevin Blue, Canada Soccer's CEO and general secretary, called the players on the men's and women's national teams ""our biggest resource."" How to make the most of them sits at the top of h… [+4967 chars]"
Winnipeg doctor suspended for misconduct deemed 'damaging to the reputation of the profession',https://www.cbc.ca/news/canada/manitoba/winnipeg-doctor-suspended-misconduct-1.7352743,"A Winnipeg doctor has been suspended for six months and fined $5,000 after pleading guilty to a pattern of professional misconduct over several years that included submitting claims for services he never provided and fabricating a document to mislead investig…","A Winnipeg doctor has been suspended for six months and fined $5,000 after pleading guilty to a pattern of professional misconduct over several years that included submitting claims for services he n… [+5030 chars]"
Bubble tea company apologizes after Dragons' Den cultural appropriation spat,https://www.cbc.ca/news/business/bobba-bubble-tea-company-dragons-den-simu-1.7352304,"A Quebec company has apologized following an appearance on CBC's Dragons' Den, during which celebrity judge Simu Liu expressed concerns that the brand was culturally appropriating a Taiwanese beverage.","A Quebec company has apologized following an appearance on CBC's Dragons' Den, during which celebrity judge Simu Liu expressed concerns that the brand was culturally appropriating a Taiwanese beverag… [+4376 chars]"
Canadian bubble tea company apologizes after Dragons' Den cultural appropriation spat,https://www.cbc.ca/news/business/bobba-canadian-bubble-tea-company-dragons-den-simu-1.7352304,"A Canadian company has apologized following an appearance on CBC's Dragons' Den, during which celebrity judge Simu Liu expressed concerns that the brand was culturally appropriating a Taiwanese beverage.","A Canadian company has apologized following an appearance on CBC's Dragons' Den, during which celebrity judge Simu Liu expressed concerns that the brand was culturally appropriating a Taiwanese bever… [+5601 chars]"
Bubble tea company apologizes after Dragons' Den cultural appropriation spat,https://www.cbc.ca/news/business/bobba-bubble-tea-dragons-den-controversy-1.7352304,"A Quebec company has apologized following an appearance on CBC's Dragons' Den, during which celebrity judge Simu Liu expressed concerns that the brand was culturally appropriating a Taiwanese beverage.","A Quebec company has apologized following an appearance on CBC's Dragons' Den, during which celebrity judge Simu Liu expressed concerns that the brand was culturally appropriating a Taiwanese beverag… [+4031 chars]"
"MLA Obby Khan, hotelier Wally Daudrich meet deadline to run for Manitoba PC leader",https://www.cbc.ca/news/canada/manitoba/manitoba-pcs-leadership-candidates-1.7352619,"The deadline to run for leader of Manitoba's Progressive Conservative Party has closed with two candidates seeking to head up the Official Opposition. However, it might take another week for the party to determine whether there will be a competitive race.","The deadline to run for leader of Manitoba's Progressive Conservative Party closed with two candidates seeking to head up the Official Opposition.
However, it might take another week for the party t… [+3035 chars]"
"Bank of Canada cuts key interest rate by half point for first time since COVID-19 pandemic","https://www.cbc.ca/news/business/bank-of-canada-october-interest-rate-1.7360509","The Bank of Canada lowers its key interest rate by 50 basis points to combat economic challenges.",""
"MPI's request to hike insurance cost prompts unexpected question from consumers' group","https://www.cbc.ca/news/canada/manitoba/mpi-insurance-rate-too-low-consumers-group-1.7358492","Manitoba Public Insurance’s proposed rate hike is questioned by a consumer advocacy group.",""
"PBO says deficit likely exceeded Liberals' $40B pledge, economy to rebound in 2025","https://www.cbc.ca/news/politics/pbo-deficit-projection-1.7354804","Canada’s parliamentary budget officer projects a potential deficit increase and a recovery by 2025.",""
"New report recommends Alberta remove auto insurance rate cap","https://www.cbc.ca/news/canada/calgary/alberta-auto-insurance-rate-cap-jack-mintz-1.7357230","The Insurance Bureau of Canada suggests removing Alberta’s insurance rate cap.",""
"Ford tells LCBO to find Ontario paper bag supplier weeks after $11M deal inked with Quebec firm","https://www.cbc.ca/news/canada/toronto/lcbo-paper-bag-supply-contract-ford-letter-1.7360654","Ontario Premier Doug Ford requests a local supplier for LCBO paper bags, challenging a recent contract.",""
"Ontario craft brewers say they're struggling to keep up due to high taxes","https://www.cbc.ca/news/canada/toronto/ontario-craft-brewers-high-taxes-1.7356333","Craft brewers in Ontario call for a review of high taxes impacting small businesses.",""
"Bloc Québécois says it will end House of Commons stalemate if Liberals meet demands","https://www.cbc.ca/news/politics/bloc-house-of-commons-stalemate-demands-1.7359849","Bloc Québécois Leader Yves-François Blanchet offers to end the House stalemate if demands are met.",""
"Manitoba extends pause on new licences to sell cannabis at urban convenience stores, gas stations","https://www.cbc.ca/news/canada/manitoba/cannabis-urban-gas-stations-licences-paused-1.7360229","Manitoba pauses urban cannabis license approvals, affecting gas stations and convenience stores.",""
"Incoming N.B. premier says tax break, rent cap will be first moves","https://www.cbc.ca/news/canada/new-brunswick/incoming-premier-says-tax-break-and-rent-cap-first-moves-1.7359657","New Brunswick’s incoming premier promises to implement a rent cap and tax break for relief.",""
"NextStar Energy starts production on battery modules in Windsor, Ont.","https://www.cbc.ca/news/canada/windsor/nextstar-ev-energy-stellantis-windsor-battery-plant-vehicle-lee-danies-1.7359593","Canada’s first battery module plant begins production, potentially adding thousands of jobs.",""
"Canada Soccer CEO’s methodical approach paying early dividends","https://www.cbc.ca/sports/soccer/canada-soccer-kevin-blue-chris-jones-oct15-1.7352502","Canada Soccer CEO’s strategic efforts aim to improve funding and resource allocation.",""
"Bubble tea company apologizes after Dragons' Den cultural appropriation spat","https://www.cbc.ca/news/business/bobba-bubble-tea-company-dragons-den-simu-1.7352304","A Quebec company apologizes following cultural appropriation concerns on CBC’s Dragons' Den.",""
"Scotiabank closes branch in Grand Bank amid rural exodus","https://www.cbc.ca/news/canada/newfoundland-labrador/scotiabank-closes-grand-bank-branch-1.7354512","Scotiabank’s rural branch closure reflects a trend of reduced in-person services.",""
"Canada joins Colombia at COP16","https://www.cbc.ca/news/climate/cop16-biodiversity-setup-1.7356377","Canada joins international discussions at COP16 to reverse biodiversity loss.",""
"Federal office mandate strains Ottawa doctors as public servants seek work-from-home notes","https://www.cbc.ca/news/canada/ottawa/federal-office-mandate-burdening-ottawa-doctors-as-public-servants-seek-medical-notes-1.7352351","Ottawa doctors see a surge in requests for medical notes to support telework flexibility.",""
"Boeing's $1 billion worker wage proposal over four years","https://www.cbc.ca/news/business/boeing-proposed-contract-1.7358136","Boeing’s labor contract proposal includes over $1 billion in wage increases for employees.",""
"These busted solar panels signal a recycling problem","https://www.cbc.ca/news/canada/calgary/these-busted-solar-panels-are-an-early-example-of-a-looming-problem-1.7349406","Damaged solar panels hint at future recycling challenges in Canada’s renewable energy sector.",""
"Alberta government opposes Bloc Québécois supply management bill","https://www.cbc.ca/news/canada/calgary/supply-management-bloc-quebecois-yves-fran%C3%A7ois-blanchet-1.7355248","Alberta voices concerns over federal bill restricting supply-managed goods in trade.",""
"U.S. regulator probes Tesla’s self-driving software after fatal crash","https://www.cbc.ca/news/business/us-regulator-tesla-self-driving-1.7355794","NHTSA investigates Tesla's software after four collisions involving Full Self-Driving.",""
"Major retailers spend millions to tackle retail theft crisis","https://www.cbc.ca/news/canada/manitoba/police-superstore-special-theft-1.7349223","Major Canadian retailers invest heavily in police to address escalating retail theft.",""
"Amazon launches NHL streaming package for Canadian audience","https://www.cbc.ca/news/entertainment/nhl-streaming-era-future-1.7352389","Amazon Prime offers exclusive NHL streaming, signaling a shift toward digital-only broadcasts.",""
"Alberta sees doctor registration increase, but access challenges remain","https://www.cbc.ca/news/canada/calgary/doctor-registrations-alberta-numbers-context-family-1.7354369","Alberta celebrates increased doctor registrations but faces ongoing healthcare access issues.",""
"Doctor calls for overhaul of Canada’s migrant worker program","https://www.cbc.ca/news/canada/british-columbia/migrant-workers-permanent-residency-1.7354188","Advocates call for changes in Canada’s migrant worker program to improve residency access.",""
"Ottawa police delay body camera rollout to 2026","https://www.cbc.ca/news/canada/ottawa/ottawa-police-body-cameras-delay-1.7355946","Budget constraints postpone Ottawa’s police body-worn camera program until 2026.",""
"Ottawa cafe Sonndr promotes soccer culture through community engagement","https://www.cbc.ca/sports/soccer/sonndr-soccer-cafe-toronto-1.7350926","Toronto cafe Sonndr builds community bonds with soccer-themed events and gatherings.",""
"Trans Mountain CEO advises caution in pipeline sale","https://www.cbc.ca/news/politics/trans-mountain-pipeline-maki-1.7358534","Trans Mountain’s CEO recommends a disciplined approach for the pipeline’s sale.",""
"Group of girls accused of stabbing two women in Manitoba","https://www.cbc.ca/news/canada/manitoba/thompson-rcmp-investigate-two-women-stabbed-1.7352950","RCMP in Manitoba request public assistance in identifying suspects in a violent incident.",""
"B.C. Premier addresses housing affordability and policy strategies","https://www.cbc.ca/news/canada/british-columbia/election-housing-platform-1.7354687","British Columbia’s housing policies are debated as election day nears.",""
"Manitoba's NDP secures deal to join federal school food program","https://www.cbc.ca/news/politics/friday-manitoba-school-food-1.7354975","Manitoba becomes the second province to join the federal school food program.",""
"Abercrombie’s former CEO faces federal charges","https://www.cbc.ca/news/business/abercrombie-ceo-arrested-1.7359314","Ex-Abercrombie CEO faces charges in a high-profile case involving abuse allegations.",""
"Calgary announces opening of an $8.2M tech innovation center","https://www.cbc.ca/news/canada/calgary/city-of-calgary-opens-new-8-2-million-tech-innovation-centre-1.7359087","Calgary’s Wave Tech Center aims to foster technology advancements for local businesses.",""
"Israel's Beirut hospital strike sparks international response","https://www.cbc.ca/news/world/israel-strikes-beirut-hospital-1.7358616","An Israeli strike in Beirut near a hospital leads to casualties, triggering widespread concern.",""




